hgnc_symbol	log2FoldChange	pvalue	padj	ensembl_gene_id_version	chromosome_name	start_position	end_position	strand
C14orf180	-1.43534731584022	5.84016801955703e-06	1.47247401735564e-05	ENSG00000184601.11	14	104579764	104590515	+
KCNH7	-1.19770357834313	1.52554840973228e-07	3.87520079840051e-07	ENSG00000184611.13	2	162371407	162838767	-
NELL2	-1.61861545849671	5.04285938614877e-15	4.4404139352698e-14	ENSG00000184613.11	12	44508275	44921848	-
PRSS55	1.24689722752417	0.0336034062405971	0.0472763801737695	ENSG00000184647.11	8	10525532	10554166	+
OR51M1	1.52970445347925	0.0267349911635508	0.0405438937986169	ENSG00000184698.5	11	5383812	5393263	+
SEPTIN5	2.30927496943307	5.09351023468054e-28	2.20106023627517e-26	ENSG00000184702.20	22	19714503	19724224	+
LRRC26	1.51867246768864	1.22504621083502e-14	9.31962143154432e-14	ENSG00000184709.7	9	137168758	137170051	-
APOBR	-1.16609527511174	1.17921213667298e-18	1.5133277982278e-17	ENSG00000184730.12	16	28494643	28498964	+
FAM110C	-2.18755413046633	3.03943550484314e-29	1.54380056030698e-27	ENSG00000184731.6	2	38814	46870	-
DDX53	1.04138724879468	0.0162870447901107	0.0242807513402955	ENSG00000184735.7	X	22999960	23003589	+
SMIM10	-1.17964681349182	1.74826302748561e-18	2.41192446676258e-17	ENSG00000184785.6	X	134990991	134992473	+
ZBTB7C	-1.33699494398642	9.67857070918864e-19	1.2538141204344e-17	ENSG00000184828.10	18	48026672	48410752	-
PRR16	1.7861572640528	2.42341532048987e-18	3.05610106015344e-17	ENSG00000184838.15	5	120464300	120687332	+
SRY	-1.35422175602039	2.93583008320374e-07	7.20017181672315e-07	ENSG00000184895.8	Y	2786855	2787682	-
TCEAL2	-1.3800542440279	3.29041856736729e-15	2.72551225714997e-14	ENSG00000184905.9	X	102125679	102140426	+
CLCNKB	-1.87576121045734	5.50124596056665e-27	2.07909787052686e-25	ENSG00000184908.20	1	16040252	16057311	+
PTRHD1	1.16399670435218	7.31803780788475e-27	2.86719019230209e-25	ENSG00000184924.6	2	24789728	24793391	-
MUC6	-4.89618295370914	3.50081272416528e-24	9.64149661857319e-23	ENSG00000184956.16	11	1012823	1036718	-
CHRM5	1.19148966017649	2.03346874706865e-09	8.35780644234113e-09	ENSG00000184984.10	15	33968497	34067458	+
SORCS2	-1.01114939572594	5.55127403557359e-11	3.0096378923569e-10	ENSG00000184985.16	4	7192538	7742836	+
IFNE	-1.05047303765435	1.74803194185503e-05	4.37907377099665e-05	ENSG00000184995.7	9	21480839	21482313	-
SLC22A10	3.04392501011158	1.30262436042331e-20	2.16558554172659e-19	ENSG00000184999.13	11	63268022	63311783	+
RFX6	1.15460291670051	7.84627284673682e-11	3.76124618870737e-10	ENSG00000185002.10	6	116877212	116932161	+
SLC24A3	-1.14765370169745	8.17308040815947e-19	1.13925841295915e-17	ENSG00000185052.13	20	19212642	19722926	+
MANEAL	1.17648708054912	1.19318799121165e-28	5.73161823942812e-27	ENSG00000185090.15	1	37793847	37801137	+
MIXL1	-1.29765743199085	2.03803507785012e-09	8.37467301696312e-09	ENSG00000185155.12	1	226223618	226227060	+
MAGEA11	-1.93456665994198	0.00410992854730968	0.0293354966355397	ENSG00000185247.15	X	149688228	149717268	+
NOTUM	2.25294237910896	2.59787926080706e-05	6.14885119908559e-05	ENSG00000185269.12	17	81952507	81961840	-
SFTPA2	1.93182693189207	1.41676209510545e-13	9.9890890246249e-13	ENSG00000185303.17	10	79555852	79560407	-
HS6ST3	1.22885542972527	3.12352031202433e-08	1.12772462885826e-07	ENSG00000185352.9	13	96090107	96839562	+
METTL7A	-1.05126714123487	1.84708876288305e-23	4.68516493761516e-22	ENSG00000185432.12	12	50923472	50932510	+
IRF7	1.09324042879483	2.7632342391368e-21	5.13301588233176e-20	ENSG00000185507.21	11	612553	615983	-
SV2B	-1.60553584621302	5.82440606355212e-13	4.05023627955646e-12	ENSG00000185518.12	15	91099950	91302565	+
LMNTD2	1.08297488876593	5.70385131217126e-15	4.6966797808431e-14	ENSG00000185522.9	11	554850	560738	-
PRKG1	-1.58139975744295	1.1282847588742e-24	3.3449388374073e-23	ENSG00000185532.20	10	50990888	52298423	+
LSAMP	-1.34279853431203	6.76044425982934e-13	4.42798857877144e-12	ENSG00000185565.12	3	115802363	117139389	-
AHNAK2	-1.7525346610259	4.83176377820774e-26	1.69696140433424e-24	ENSG00000185567.7	14	104937244	104978374	-
INKA1	-1.059917016776	9.5319357827838e-11	4.52290897435645e-10	ENSG00000185614.7	3	49803261	49805030	+
PDIA2	4.2215455994537	3.00581685419928e-36	3.0699275377751e-34	ENSG00000185615.16	16	283164	287215	+
SHC4	-1.06872619791042	1.777044378155e-16	1.7241549131452e-15	ENSG00000185634.12	15	48823741	48963919	-
NTF3	-1.09369608812773	1.42094305586508e-14	1.07299061483238e-13	ENSG00000185652.12	12	5432108	5521536	+
SMIM23	1.75497863340249	3.49992060401663e-10	1.60936163632619e-09	ENSG00000185662.10	5	171782432	171796126	+
POU3F1	-1.80513791719721	4.05630087942124e-22	8.4362810840879e-21	ENSG00000185668.8	1	38043829	38046793	-
LYG2	1.10144526723035	7.34821700773775e-08	2.4458530516361e-07	ENSG00000185674.10	2	99242246	99255666	-
PRAME	2.17256848549022	3.23629309844173e-12	1.85227074227541e-11	ENSG00000185686.18	22	22547701	22559361	-
SRL	-1.0450351305524	1.52491367232172e-09	6.47024107550116e-09	ENSG00000185739.13	16	4189374	4242080	-
C11orf87	-2.084866746511	1.70204035701438e-09	6.75631254045457e-09	ENSG00000185742.7	11	109422190	109429167	+
KCNQ5	-1.50438511435461	2.88205241488837e-20	4.7231103899454e-19	ENSG00000185760.18	6	72621792	73198853	+
CCDC190	-1.14815899035583	1.33347867855805e-06	3.71049655641018e-06	ENSG00000185860.14	1	162824458	162868761	-
TMEM210	1.04984331535651	4.20035464619662e-13	2.69329983439343e-12	ENSG00000185863.8	9	137170858	137172056	-
NKAIN3	-1.29438987037553	5.3732136618552e-12	3.00186433704172e-11	ENSG00000185942.13	8	62248591	63014000	+
CCIN	-1.08442646633093	3.78716998889349e-14	2.735103185698e-13	ENSG00000185972.6	9	36169388	36171334	+
TMLHE	-1.71245867409979	2.56931888715734e-37	2.77529382432868e-35	ENSG00000185973.12	X	155489011	155719098	-
SLITRK2	-1.91028588993195	6.48000307878946e-17	6.63441725503976e-16	ENSG00000185985.11	X	145817829	145829856	+
LEMD1	-1.12978620940557	1.64800445494851e-05	4.1448085394562e-05	ENSG00000186007.10	1	205381378	205455954	-
ATP4B	-2.23275122536936	1.23286309215271e-08	4.41136690553434e-08	ENSG00000186009.5	13	113648804	113658198	-
KRT73	2.87525749114097	9.55933406138945e-10	3.93297450608851e-09	ENSG00000186049.8	12	52607570	52618559	-
CDIN1	-1.32929372360454	3.65513365910141e-36	3.50546946109052e-34	ENSG00000186073.14	15	36579626	36810248	+
KRT5	-1.6123108711491	5.86764802981130e-12	3.40586803004593e-11	ENSG00000186081.12	12	52514575	52520530	-
DEFB131A	-8.70772329284446	1.00023065124327e-16	1.00026198634599e-15	ENSG00000186146.2	4	9444414	9450666	+
KIF18B	1.8960661905465	2.30291427795585e-21	4.38596288216804e-20	ENSG00000186185.14	17	44924709	44947773	-
SAPCD2	1.09889910215534	1.5423579741006e-20	2.63775822754929e-19	ENSG00000186193.9	9	137062127	137070557	-
SLC51B	-1.25619233053562	1.89783437262713e-18	2.36743541581243e-17	ENSG00000186198.4	15	65045387	65053397	+
TMEM212	2.66560593642868	8.49776387366867e-05	0.000149252168129052	ENSG00000186329.9	3	171843349	171938715	+
GLDN	-1.92048851917086	1.72586127523448e-23	4.18175395473402e-22	ENSG00000186417.14	15	51341655	51408005	+
KRT3	-2.22355750974975	7.02058971250538e-07	8.88776157020249e-06	ENSG00000186442.7	12	52789685	52796117	-
TMPRSS12	-1.1810636655012	2.86829052183739e-09	1.17985457343136e-08	ENSG00000186452.11	12	50842920	50887884	+
DEFB132	-2.33352852585284	4.63613109653185e-32	2.8545339140148e-30	ENSG00000186458.5	20	257724	261096	+
AKAP14	2.40725111453004	3.2801188029851e-07	1.03536951702463e-06	ENSG00000186471.13	X	119895837	119920716	+
RGS7BP	-1.51339986261034	5.36867389189825e-18	6.56107206136824e-17	ENSG00000186479.5	5	64506015	64612319	+
C5orf38	1.0495331843748	5.85513681964724e-20	9.35466981420425e-19	ENSG00000186493.14	5	2752131	2755397	+
CYP4F8	-4.22120007256351	3.61737862478644e-31	2.19196413561871e-29	ENSG00000186526.13	19	15615218	15630639	+
CYP4F3	-1.86729334258677	7.20197604757515e-21	1.24729826288981e-19	ENSG00000186529.16	19	15640897	15662825	+
SPATC1	1.15635387513583	9.64296705814107e-11	4.59299320373079e-10	ENSG00000186583.12	8	144012280	144047114	+
CFAP73	1.1986094924976	0.00162032026257578	0.00293398067351056	ENSG00000186710.12	12	113149724	113159276	+
OR10H1	1.31804252586437	1.59253872537501e-06	4.60971870298665e-06	ENSG00000186723.4	19	15804549	15815664	-
FOXI2	-2.32137216663513	2.68799286407096e-23	6.56970352864178e-22	ENSG00000186766.8	10	127737185	127741183	+
KRT16	-2.37322158058237	2.52151026187783e-19	3.64648706486563e-18	ENSG00000186832.9	17	41609778	41615899	-
KRT14	-1.3157744787297	4.99867507698708e-08	1.78083877324449e-07	ENSG00000186847.6	17	41582279	41586895	-
QRFPR	-1.01969137182849	3.02702888148958e-05	7.34193731991642e-05	ENSG00000186867.11	4	121328642	121381059	-
ERCC6L	1.13108215501329	5.99442048546416e-16	5.45844121261886e-15	ENSG00000186871.7	X	72204657	72239027	-
TNFRSF18	1.14160356145634	2.45670161732617e-10	1.11745722400197e-09	ENSG00000186891.14	1	1203508	1206592	-
C1QL4	-1.66758474823775	2.69177854188977e-10	9.69020325804735e-10	ENSG00000186897.5	12	49332409	49337188	-
RTN4RL2	1.38151544924171	5.46753480272183e-29	2.69044984364722e-27	ENSG00000186907.8	11	57460528	57477534	+
SERPINA11	2.30312427006552	6.08636298632303e-15	4.99382140031542e-14	ENSG00000186910.4	14	94442464	94452800	-
TMPRSS11A	-2.70895707041243	1.56503814834207e-11	8.20423502813524e-11	ENSG00000187054.16	4	67909395	67964140	-
C3orf70	-1.3421907393404	8.89695222387838e-22	1.82229728924134e-20	ENSG00000187068.3	3	185076838	185153060	-
CCK	-1.76834755897735	7.36060654793666e-09	2.93130457478039e-08	ENSG00000187094.12	3	42257825	42266185	-
ENTPD5	1.15965607256621	9.17448519239378e-15	7.55681600918508e-14	ENSG00000187097.13	14	73958010	74019399	-
SLIT1	2.9239219910285	2.05419157906745e-39	2.58023092695462e-37	ENSG00000187122.17	10	96998038	97185959	-
FOXD3	1.06025915102944	3.12506973330067e-06	8.37907264483497e-06	ENSG00000187140.6	1	63322567	63325128	+
GCNT1	1.55676877394353	1.80042436906647e-20	2.99693055290768e-19	ENSG00000187210.14	9	76419850	76651203	+
CIDEC	-2.19682371423484	9.08670499111256e-16	8.06435046513595e-15	ENSG00000187288.12	3	9866711	9880255	-
DCC	-2.48773619687965	1.20659391361098e-22	2.60893375187549e-21	ENSG00000187323.12	18	52340197	53535903	+
LUZP2	1.84129853138697	1.37335122947309e-20	2.41726938013581e-19	ENSG00000187398.12	11	24496970	25082638	+
CDHR4	2.25523473860072	7.71949684836933e-09	3.01833065177616e-08	ENSG00000187492.9	3	49790732	49799873	-
ATP13A5	-1.36988689067788	5.1300570096784e-05	0.000114767360992854	ENSG00000187527.12	3	193274789	193378820	-
AGMO	1.86452555566376	4.47787868514344e-10	2.0337150986203e-09	ENSG00000187546.14	7	15200317	15562015	-
ISG15	2.01421236810295	3.58309408082334e-17	3.99010181984114e-16	ENSG00000187608.10	1	1001138	1014540	+
C5orf52	-1.13175328106777	1.01309506467405e-06	2.83164322399104e-06	ENSG00000187658.7	5	157671533	157680158	+
ERAS	1.16440545091101	1.83882530208685e-05	4.59467273265751e-05	ENSG00000187682.2	X	48826513	48830138	+
C2orf88	-2.34832498698926	2.91426140973216e-38	3.40358052716512e-36	ENSG00000187699.10	2	189879609	190203484	+
SLC18A3	1.84031470219739	2.40768149351856e-10	1.11461374583913e-09	ENSG00000187714.7	10	49610310	49612720	+
GABRD	1.82417218795684	2.28846600455959e-19	3.22963364643115e-18	ENSG00000187730.9	1	2019329	2030758	+
LIN28B	1.79818107550024	0.00376116335273248	0.00632528855136296	ENSG00000187772.8	6	104936616	105083332	+
HELT	2.87794644996754	5.59663617487704e-09	2.09102084181385e-08	ENSG00000187821.9	4	185018490	185020953	+
H1-2	1.03039356211757	4.61654123983256e-10	2.01850756678098e-09	ENSG00000187837.4	6	26055740	26056470	-
P2RX2	-1.79309526159559	8.88845195338251e-19	1.15700425578989e-17	ENSG00000187848.15	12	132618776	132622388	+
PALM3	-2.8532880520491	2.67903890876525e-40	3.47308186800202e-38	ENSG00000187867.10	19	14053363	14062076	-
DMBT1	-2.19067852350787	2.73310979141539e-13	1.84230372861588e-12	ENSG00000187908.20	10	122560665	122643736	+
KLHL17	1.12717122672494	8.51496220058173e-27	3.11895876240324e-25	ENSG00000187961.15	1	960584	965719	+
PLA2G2C	-1.38202046079747	4.21719220025919e-10	1.93555434071634e-09	ENSG00000187980.7	1	20161253	20186518	-
TPRG1	-1.07811533435094	9.98671730730645e-17	1.03530274614938e-15	ENSG00000188001.10	3	188947214	189325304	+
C19orf67	1.38576880454116	2.81636343063497e-09	1.12013420321484e-08	ENSG00000188032.10	19	14081624	14085875	-
MAPK12	1.05709987341954	2.37558351738423e-14	1.92475668850569e-13	ENSG00000188130.14	22	50245450	50261716	-
NHS	-1.28980585013473	8.26803392412091e-22	1.70643616856524e-20	ENSG00000188158.17	X	17375200	17735994	+
FAM166A	1.32453195300833	1.83122164890079e-09	7.42715582216136e-09	ENSG00000188163.8	9	137243584	137247770	-
SMTNL2	-1.50361617500402	8.15667035842014e-10	3.4684610000518e-09	ENSG00000188176.12	17	4583999	4608319	+
PLA2G2A	1.79877318648488	1.13680452742379e-09	4.93881610126731e-09	ENSG00000188257.12	1	19975431	19980416	-
OR7A5	-1.86624124200416	3.09600480163312e-13	2.00475930993845e-12	ENSG00000188269.10	19	14826241	14835185	-
HES4	1.69346725116284	8.16293215287417e-26	2.83940919646242e-24	ENSG00000188290.11	1	998962	1000172	-
IGFL1	1.36458905731846	0.000522720083030225	0.00102141409966778	ENSG00000188293.6	19	46229742	46231243	+
SBK1	1.38862278324925	5.20479669458965e-43	8.61142560262698e-41	ENSG00000188322.8	16	28259246	28323849	+
ZP3	1.41021329314838	3.53333600150846e-21	6.61477440503557e-20	ENSG00000188372.15	7	76397518	76442071	+
C10orf99	-3.55535417890534	1.07732526265704e-20	1.81707028406014e-19	ENSG00000188373.5	10	84173801	84185294	+
PPP3R2	2.56721987598335	3.23387376805258e-11	1.63913805346193e-10	ENSG00000188386.8	9	101591604	101595021	-
CERKL	1.44326268355486	1.38114505472013e-07	4.44157496371905e-07	ENSG00000188452.15	2	181535041	181680665	-
INSC	-1.40099229020504	2.45147379737268e-13	1.60071833087922e-12	ENSG00000188487.12	11	15112424	15247208	+
SERPINA5	-6.77384175746636	2.0518837362885e-156	2.01742809218915e-152	ENSG00000188488.14	14	94561442	94593118	+
NCCRP1	-1.73521525228454	9.98264270116953e-16	8.84621767753746e-15	ENSG00000188505.5	19	39196964	39201884	+
CFAP77	1.64388712838801	1.36200112716734e-07	4.38712880262759e-07	ENSG00000188523.9	9	132410043	132573319	+
HBA2	-1.03299300019213	3.88486648637955e-06	1.02873699526071e-05	ENSG00000188536.13	16	172876	173710	+
RALGAPA2	1.22365677352594	6.86679818266998e-25	2.09381746474124e-23	ENSG00000188559.16	20	20389530	20712644	-
CLEC20A	-1.47547236909184	9.42647867055436e-08	3.20165399717166e-07	ENSG00000188585.9	1	178479247	178499634	-
FAM72B	1.04228371212423	4.18107838934589e-09	1.62171387805445e-08	ENSG00000188610.12	1	121167646	121185539	-
HMX3	-1.19303893176652	6.46786495195361e-05	0.000115645820725354	ENSG00000188620.11	10	123135970	123139423	+
S100A16	-1.12941059415969	7.41308467147805e-16	6.63778067211417e-15	ENSG00000188643.11	1	153606886	153613145	-
FAM221A	1.1280092615808	2.76704077476269e-22	6.35648614471226e-21	ENSG00000188732.11	7	23680130	23703249	+
NOXA1	1.00559573072001	5.01817286200649e-14	3.81159730660579e-13	ENSG00000188747.9	9	137423350	137434406	+
OPTC	-1.78394669561943	1.42845363347997e-14	1.05260626338422e-13	ENSG00000188770.10	1	203494153	203508949	+
ADRB3	-2.27753686783455	8.15115894221633e-12	4.44659400953606e-11	ENSG00000188778.6	8	37962990	37966599	-
PLA2G2E	2.32006191849135	0.00018275041467078	0.00037293675487394	ENSG00000188784.4	1	19920009	19923617	-
HMX2	-1.35370252355874	0.000188145900074906	0.00040544637952702	ENSG00000188816.4	10	123148136	123150672	+
SNTN	2.12583024333109	3.25354231591675e-08	1.17123075937624e-07	ENSG00000188817.8	3	63652675	63679020	+
ZDHHC11	1.43493038726387	1.44132449975198e-17	1.6079375400502e-16	ENSG00000188818.13	5	795605	858973	-
GLRA4	-1.70460263662871	4.25791443675258e-15	3.5176827564148e-14	ENSG00000188828.13	X	103702210	103728655	-
BEND4	1.64578935224198	2.89516677962929e-21	5.44197625560277e-20	ENSG00000188848.17	4	42110853	42152878	-
ASTL	-2.27661663579444	8.2310911409656e-22	1.63188199387715e-20	ENSG00000188886.4	2	96122818	96138502	-
LRRK2	-1.17434285746513	9.14698182674314e-17	9.2237145215865e-16	ENSG00000188906.17	12	40196744	40369285	+
GJB3	-1.55681154256351	4.74262318046878e-14	3.50481169281342e-13	ENSG00000188910.8	1	34781214	34786369	+
HACD4	-1.021368780503	2.7285456201467e-18	3.46473074563809e-17	ENSG00000188921.14	9	20999509	21031640	-
NYX	-2.77259756285571	0.00278746737053645	0.0236914707638086	ENSG00000188937.7	X	41447343	41475710	+
UTS2B	2.49103968855085	3.71289289438092e-08	1.28019886614329e-07	ENSG00000188958.10	3	191267168	191330526	-
LIPI	-1.23511818546682	1.05471957619368e-08	3.78755508882215e-08	ENSG00000188992.12	21	14108813	14210955	-
FAM111B	1.46953386298631	5.12160766255965e-16	4.9498340508243e-15	ENSG00000189057.11	11	59107185	59127412	+
IL1RAPL2	-1.57199779914322	1.60468831945257e-11	6.71049868050029e-11	ENSG00000189108.13	X	104566199	105767829	+
SP6	-2.06334906162884	1.39539495034123e-45	2.62024137263122e-43	ENSG00000189120.5	17	47844908	47855874	-
ANKRD34B	1.64097358497689	1.11779134158999e-25	3.93638735357664e-24	ENSG00000189127.8	5	80556755	80570280	-
PLAC9	-1.02951721746262	7.14998093991032e-07	2.1703878645316e-06	ENSG00000189129.14	10	80131682	80145359	+
NKAPL	-1.84520887609058	1.6425869931254e-33	1.18110359941459e-31	ENSG00000189134.4	6	28259297	28260958	+
NUGGC	-1.14655100742988	4.03800059718996e-07	1.21740175320589e-06	ENSG00000189233.12	8	28021964	28083936	-
GJB5	-1.88109168163614	2.48991799514463e-16	2.36736236306458e-15	ENSG00000189280.3	1	34755047	34758512	+
BNIP5	1.28272792012745	2.88815622932876e-06	7.92458111638448e-06	ENSG00000189325.7	6	36315761	36336888	-
S100A14	-2.06863673439409	6.4794533026591e-19	8.94896174682758e-18	ENSG00000189334.9	1	153614255	153616986	-
KIAA0408	-1.10735160020602	3.98178607953214e-07	9.5757931371814e-07	ENSG00000189367.15	6	127438406	127459389	-
CXCL17	-1.52477405588718	1.49797264011457e-08	5.75207113903772e-08	ENSG00000189377.9	19	42428278	42442946	-
ZFP92	-1.14961420399211	3.4144889733515e-17	3.63167616230281e-16	ENSG00000189420.9	X	153411472	153426481	+
GJB4	-2.04196131525149	1.23110419719406e-17	1.40683042519344e-16	ENSG00000189433.7	1	34759740	34762327	+
PTPRT	1.01135637478851	3.93388681516654e-05	9.51547546508326e-05	ENSG00000196090.13	20	42072752	43189970	-
PAX5	1.00653790523071	1.32805465533366e-09	5.48170004431352e-09	ENSG00000196092.14	9	36833269	37034268	-
SPOCK3	-1.60423134376141	9.4903514798688e-22	1.82371503118494e-20	ENSG00000196104.11	4	166733384	167234796	-
OR8A1	1.06008388637354	0.0288682688464674	0.0338036532323263	ENSG00000196119.8	11	124566660	124582942	+
MYT1	1.28047110235373	2.23538093738426e-09	8.97820198464643e-09	ENSG00000196132.14	20	64102394	64242253	+
SERPINA3	1.27252942683826	2.30444546369645e-05	5.48415296660134e-05	ENSG00000196136.18	14	94612384	94624055	+
FAT4	-1.16183475330668	4.95512479105091e-12	2.9352505315076e-11	ENSG00000196159.14	4	125314918	125492932	+
SULT1C3	2.06862768628845	6.86668826102973e-05	0.000158229654107037	ENSG00000196228.5	2	108239968	108265351	+
NLGN3	-1.22744566712877	9.79684497678489e-18	1.16224205680269e-16	ENSG00000196338.15	X	71144821	71175255	+
ADH7	-1.14327154810683	0.00160716956737829	0.00283391248793805	ENSG00000196344.12	4	99412261	99435510	-
ELAVL3	-1.32166685503669	3.78069886342204e-08	1.34889511624819e-07	ENSG00000196361.10	19	11451326	11481046	-
S100A5	-1.22981930603419	1.48886879208909e-12	8.64000434666395e-12	ENSG00000196420.8	1	153537147	153541765	-
C20orf204	1.18687986093002	1.18322936528371e-12	7.14546475901179e-12	ENSG00000196421.9	20	64034344	64039962	+
CRYBA4	2.63527284486431	6.24114510014937e-09	2.36850874885199e-08	ENSG00000196431.4	22	26621963	26630669	+
NPIPB15	1.10710070858782	1.3008930486397e-05	3.53806416954689e-05	ENSG00000196436.9	16	74376306	74392115	+
FGF16	-1.16353170643903	0.00628733973814091	0.0437393397462355	ENSG00000196468.8	X	77447389	77457278	+
IPO4	1.52859899413766	9.9309546435664e-21	1.71037129736425e-19	ENSG00000196497.17	14	24180219	24188869	-
MME	-1.04599352035738	3.70791381267598e-07	1.1720814663175e-06	ENSG00000196549.13	3	155024124	155183704	+
AJAP1	-1.55154386071835	3.45305779592867e-19	4.94499836394873e-18	ENSG00000196581.11	1	4654609	4792534	+
MYO6	1.05122708525823	1.01097363368313e-12	6.15178563323083e-12	ENSG00000196586.17	6	75749201	75919537	+
MMP1	-1.03044687888669	3.50221815115168e-05	8.47765080933979e-05	ENSG00000196611.6	11	102789401	102798160	-
ADH1B	-1.6066076192587	2.00320408365559e-15	1.74692453847389e-14	ENSG00000196616.14	4	99304971	99352760	-
H2AC13	1.33548994869977	6.28982436146135e-08	2.20098685676486e-07	ENSG00000196747.5	6	27808173	27808667	+
CLPSL2	-3.03294974755792	1.51711192122821e-16	1.44341339414502e-15	ENSG00000196748.10	6	35776594	35779552	+
S100A2	-1.05652838902085	4.41714577821732e-06	1.22761210762797e-05	ENSG00000196754.13	1	153561108	153567890	-
OR52K1	1.18580454069262	0.00316179174378166	0.00535001890688476	ENSG00000196778.4	11	4482646	4493497	+
SPINK14	1.69488596097771	4.00025730156787e-06	1.04185292894019e-05	ENSG00000196800.7	5	148168546	148175619	+
POTEI	1.08164641720578	8.79890628144112e-06	2.29167722746982e-05	ENSG00000196834.14	2	130459455	130509707	-
PATE2	-5.43936555605467	1.43948183932638e-96	2.05825810894036e-93	ENSG00000196844.9	11	125776113	125778828	-
H2AC7	1.04815619865252	0.00136025523060017	0.00242825147462134	ENSG00000196866.3	6	26198784	26199293	-
LAMB3	-1.61404848005502	6.16988681400958e-15	5.09316983354156e-14	ENSG00000196878.15	1	209614870	209652425	-
H2BU1	1.75883483267537	2.17800476170978e-25	6.98965261633148e-24	ENSG00000196890.5	1	228458103	228463104	+
FLNA	-1.31071700842041	1.94793024745257e-21	3.68217732469219e-20	ENSG00000196924.19	X	154348524	154374634	-
OR2T4	-2.03767486369833	8.92914389964854e-05	0.000192261131499981	ENSG00000196944.5	1	248361665	248362627	+
SMIM10L2B	-1.06850115171076	5.85870475174053e-14	4.30956432783021e-13	ENSG00000196972.9	X	135094985	135098712	-
FAM163B	-1.99053124579128	2.5184188502335e-24	6.98829014134077e-23	ENSG00000196990.9	9	133577081	133609389	-
ANXA6	-1.16122677148272	1.41293386660569e-24	4.07231597062371e-23	ENSG00000197043.14	5	151100706	151157785	-
SIGLEC15	-1.11743770181784	5.73425277416346e-11	2.81013980225729e-10	ENSG00000197046.12	18	45825675	45844094	+
H4C3	1.09037297733607	7.84579536829926e-09	2.93792306575787e-08	ENSG00000197061.5	6	26103933	26104337	+
LCE1C	-3.52537495571607	0.000357917998357398	0.00306449784723257	ENSG00000197084.6	1	152804832	152806651	-
SLC6A17	1.56571583944783	6.9210314001797e-12	3.9535776072435e-11	ENSG00000197106.7	1	110150494	110202202	+
H3C12	1.79672735425803	1.01194143725439e-10	4.78632302336767e-10	ENSG00000197153.5	6	27890315	27893106	-
NEK5	1.80304295823269	7.68748582865046e-33	5.43385351990367e-31	ENSG00000197168.14	13	52033611	52129092	-
MAGEA6	3.71906083074344	0.000138081921905552	0.000288614383623268	ENSG00000197172.11	X	152766136	152769716	-
CYSRT1	1.43274242944802	1.66406664823173e-21	3.11482524087314e-20	ENSG00000197191.6	9	137224635	137226315	+
H4C11	1.47025498106417	1.8512868754373e-14	1.37400271343443e-13	ENSG00000197238.5	6	27824092	27824480	+
SERPINA1	-1.57850931749697	1.89376193008997e-17	2.13197916497207e-16	ENSG00000197249.14	14	94376747	94390693	-
KANK2	-1.23110279946568	1.14170016133266e-27	4.97053956037122e-26	ENSG00000197256.11	19	11164270	11197791	-
SVIL	-1.34531473392887	8.9370133608017e-30	4.78786922546749e-28	ENSG00000197321.16	10	29457338	29736959	-
ZNF98	-1.67952922082237	1.93265078679003e-13	1.01769637490864e-12	ENSG00000197360.9	19	22391019	22532485	-
FBXL22	-1.03050861985305	2.19849254128148e-20	3.53949339071364e-19	ENSG00000197361.8	15	63597353	63602428	+
DCHS2	-2.14150345061473	2.37871444003856e-28	1.11375277586228e-26	ENSG00000197410.14	4	154231742	154491799	-
VEPH1	-1.14255161701914	8.09365135368393e-08	2.68759830253204e-07	ENSG00000197415.12	3	157259742	157533619	-
OR51D1	1.47905848093367	5.71184521931484e-12	3.16923769070876e-11	ENSG00000197428.3	11	4637477	4643060	+
OR13G1	2.78551255995008	1.84952280928754e-11	9.37676129787906e-11	ENSG00000197437.5	1	247670812	247679739	-
GYPE	-1.17676189311607	8.42166139951133e-12	4.56155511208742e-11	ENSG00000197465.14	4	143870864	143905563	-
ZNF695	1.32946693444056	8.15306347700152e-13	5.04116457410422e-12	ENSG00000197472.15	1	246945547	247008093	-
PCDHB11	1.26229079174617	1.45558842449716e-10	6.80434141610132e-10	ENSG00000197479.7	5	141199610	141203779	+
SLC28A3	-4.4116744772441	9.87409771088434e-47	1.89395798947819e-44	ENSG00000197506.8	9	84275457	84340758	-
COL4A6	-1.83036364623617	3.391106200696e-25	1.08077722415769e-23	ENSG00000197565.17	X	108155607	108439497	-
KCNMB2	1.40098537671135	5.06859998711371e-06	1.31725425599184e-05	ENSG00000197584.13	3	178272932	178844429	+
DMBX1	1.99875210090541	6.44847802874224e-12	3.5435816093632e-11	ENSG00000197587.11	1	46489836	46516216	+
CCDC154	1.08478255635029	9.67391385053013e-14	6.71265324893864e-13	ENSG00000197599.13	16	1434383	1444556	-
MFAP5	-1.34877693752052	6.84877071135795e-09	2.68265073804096e-08	ENSG00000197614.11	12	8637346	8662888	-
MYH6	-2.39294124950054	3.03560078077914e-09	1.19877765613718e-08	ENSG00000197616.13	14	23381982	23408273	-
SERPINB13	-1.56038758571129	4.56133927457347e-07	1.36884416434008e-06	ENSG00000197641.12	18	63586989	63604639	+
OR51C1P	3.2170891140652	2.10527169350445e-27	8.47545892812103e-26	ENSG00000197674.7	11	4690423	4697831	-
